NAME,CITY,STATE,ZIP,ZIP_PLUS4,COUNTY_CODE,COUNTY_NAME,MSA,MARKET_SEGMENT,SIMPLIFIED_MENU,MENU_TYPE,UNITS,EMPLOYEES,ANNUAL_SALES,AVERAGE_CHECK,FOOD_BEVERAGE_PURCHASE,FOOD_PURCHASE,BEVERAGE_PURCHASE,TOTAL_CATEGORY_DRY,TOTAL_CATEGORY_FRESH,TOTAL_CATEGORY_FROZEN,TOTAL_CATEGORY_PROTEIN,"% Share of F&B Purchases from Company",Percentage_Range
"CARIBOU COFFEE",ATLANTA,GA,30303,1551,13121,FULTON,520,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,"COFFEE / TEA","251-500 UNITS","5 TO 9","$500,001 - $1,000,000","UNDER $5",127468.32,89100.35568,38367.96432,34416.4464,16443.41328,15296.1984,0,0.15921623797836792,<50%
"CHILI'S GRILL & BAR",TULARE,CA,93274,8050,6107,TULARE,8780,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","CLASSIC & VARIED MENU","VARIED MENU","501+ UNITS","OVER 50","$2,500,001 - $5,000,000","$10 TO $15",777707.506928633,709631.368604449,68076.1383241838,95431.3405041895,125370.584583935,161992.695645767,276848.902844554,0.0034741597823887416,<50%
"LEGAL SEA FOODS","CHESTNUT HILL",MA,2467,1959,25021,NORFOLK,1122,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","STEAK, SEAFOOD & FISH","SEAFOOD & FISH","10-50 UNITS","5 TO 9","$2,500,001 - $5,000,000","$20 TO $30",1509194.29114001,1413515.07338297,95679.2177570374,196115.965678789,263602.41208937,251268.074625295,605968.379127903,0.2119654144108406,<50%
LASTRADA,MERRICK,NY,11566,3147,36059,NASSAU,5602,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","PIZZA, PASTA & ITALIAN","ITALIAN - PIZZA & PASTA","INDEPENDENT (1-9 UNITS)","10 TO 19","$500,001 - $1,000,000","$15 TO $20",220043.146596885,203856.977337609,16186.1692592762,29873.1752995877,36529.8249949611,30363.6652771416,84574.4861296381,0.003621850076649946,<50%
"MONAGHANS RESTAURANT","ROCKVILLE CENTRE",NY,11570,4602,36059,NASSAU,5602,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","AMERICAN AND AMERICAN TRADITIONAL","AMERICAN TRADITIONAL","INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$10 TO $15",89221.2585345312,80942.6893248175,8278.56920971364,12612.11626895,13508.7122122403,16776.306316676,29826.7583801235,0.005411316105456865,<50%
"KOTOBUKI RESTAURANT",ROSLYN,NY,11576,1126,36059,NASSAU,5602,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","OTHER ASIAN",SUSHI,"INDEPENDENT (1-9 UNITS)","10 TO 19","$500,001 - $1,000,000","$15 TO $20",143152.880829128,134416.393293525,8736.48753560323,21469.629104507,27728.8517434363,19933.7248685692,53129.0744839992,0.016735011375179076,<50%
"JAC'S GRILL",WILSON,NC,27893,2164,37195,WILSON,NULL,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","STEAK, SEAFOOD & FISH","FAMILY STEAK / CHOPHOUSE","INDEPENDENT (1-9 UNITS)","10 TO 19","$1,000,001 - $2,500,000","$10 TO $15",400075.11274562,374711.331517264,25363.7812283563,51988.7449487303,69878.852150315,66609.1197636024,160637.281112923,0.07928435991483762,<50%
"LONGHORN STEAKHOUSE",OXFORD,AL,36203,3458,1015,CALHOUN,450,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","STEAK, SEAFOOD & FISH","FAMILY STEAK / CHOPHOUSE","251-500 UNITS","10 TO 19","$1,000,001 - $2,500,000","$20 TO $30",737622.870378839,690859.388929252,46763.4814495866,95852.2188828543,128836.405614331,122807.964175157,296168.715847382,0.5136714643829913,">50% & <70%"
"PAPA JOHN'S",CORNELIA,GA,30531,5324,13137,HABERSHAM,NULL,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,"501+ UNITS","20 TO 49","$500,001 - $1,000,000","$7 TO $10",303217.9272,248201.664260969,55016.2629390306,53082.4751380102,29006.8170153061,63170.4015,56950.050740051,0.5213482315765898,">50% & <70%"
"COHIBA RESTAURANT","WEST PALM BEACH",FL,33405,4039,12099,"PALM BEACH",8960,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$15 TO $20",89487.2811904074,81654.0682172782,7833.21297312915,10980.8522175672,14425.8254622941,18639.7659491476,31855.7496171627,0.046919962892995826,<50%
"PAPA MURPHY'S PIZZA",OLATHE,KS,66062,5607,20091,JOHNSON,3760,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,"501+ UNITS","10 TO 19","$500,001 - $1,000,000","$7 TO $10",188878.554,154608.178609056,34270.3753909439,33065.792776148,18068.7392219388,39349.69875,35474.9580057398,0.04061806903883669,<50%
"WILLI'S BAR AND GRILL","DE PERE",WI,54115,2321,55009,BROWN,3080,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","AMERICAN AND AMERICAN TRADITIONAL","AMERICAN TRADITIONAL","INDEPENDENT (1-9 UNITS)","10 TO 19","$500,001 - $1,000,000","$15 TO $20",152921.311398091,138732.208029197,14189.1033688939,21616.6123526109,23153.338349242,28753.8508702976,51121.7514879281,0.9388899362097199,>90%
"PAPA MURPHY'S PIZZA",SONOMA,CA,95476,8978,6097,SONOMA,7362,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,"501+ UNITS","10 TO 19","$500,001 - $1,000,000","$7 TO $10",188878.554,154608.178609056,34270.3753909439,33065.792776148,18068.7392219388,39349.69875,35474.9580057398,0.22687324087730654,<50%
"SOCKEYE'S AT KENAI LANDING",KENAI,AK,99611,5801,2122,"KENAI PENINSULA",NULL,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$15 TO $20",89487.2811904074,81654.0682172782,7833.21297312915,10980.8522175672,14425.8254622941,18639.7659491476,31855.7496171627,0.08055984367087321,<50%
QUIZNOS,AMHERST,NH,3031,2285,33011,HILLSBOROUGH,1122,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,"501+ UNITS","10 TO 19","<=$500,000","$5 TO $7",165348.2727,141521.395278838,23826.8774211619,26548.8220272218,24891.9861800549,36253.1462749135,34852.725499332,0.3465558682952,<50%
CINDYS,SANBORNVILLE,NH,3872,4324,33003,CARROLL,NULL,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$15 TO $20",77333.1313955504,70563.8242935568,6769.30710199364,9489.43443224502,12466.5119011846,16108.1155908697,27529.1062380815,0.9978774081424947,>90%
"RUBY TUESDAY",AUGUSTA,ME,4330,8082,23011,KENNEBEC,NULL,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","CLASSIC & VARIED MENU","VARIED MENU","501+ UNITS","10 TO 19","$1,000,001 - $2,500,000","$10 TO $15",371684.073978619,339148.941930078,32535.1320485409,45608.8042198787,59917.448681017,77419.9869950881,132312.376014158,0.5037865397802959,">50% & <70%"
"CHIPOTLE MEXICAN GRILL",MAUMEE,OH,43537,1758,39095,LUCAS,8400,"LSR - QUICK CASUAL",MEXICAN,MEXICAN,"501+ UNITS","20 TO 49","$1,000,001 - $2,500,000","$7 TO $10",619358.544,556873.882520337,62484.6614796626,100107.701037258,94950.2369151276,105463.529164087,204645.531512758,0.9651820849506159,>90%
"APPLETINIS CAFE",ALBANY,NY,12205,3428,36001,ALBANY,160,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","10 TO 19","<=$500,000","$15 TO $20",105546.509197048,95671.5893099321,9874.91988711634,13030.023214278,17070.7695806428,24222.3371222091,32790.9335265007,0.24644522239527722,<50%
STARBUCKS,TALLAHASSEE,FL,32301,3053,12073,LEON,8240,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,"COFFEE / TEA","501+ UNITS","10 TO 19","$500,001 - $1,000,000","UNDER $5",194568.0996,136003.1016204,58564.9979796,52533.386892,25099.2848484,23348.171952,0,0.09353127668318562,<50%
"DEL TACO",SPRINGVILLE,UT,84663,4977,49049,UTAH,6520,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",MEXICAN,MEXICAN,"501+ UNITS","20 TO 49","$1,000,001 - $2,500,000","$5 TO $7",398227.752,325972.780415816,72254.9715841837,69715.2537780612,38095.7670918367,82964.115,74794.6893903061,0.5261137151850981,">50% & <70%"
"ROCK & ROLL PIZZA","WOODLAND HILLS",CA,91303,2622,6037,"LOS ANGELES",4472,"LSR - QUICK CASUAL","PIZZA, PASTA & ITALIAN",PIZZERIA,"INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$7 TO $10",43837.1527582863,40332.5169614879,3504.63579679837,7092.71530304432,5841.05966133062,7622.58285803646,12933.7749643749,0.34708940780617503,<50%
SUBWAY,MASSILLON,OH,44646,4346,39151,STARK,1320,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,"501+ UNITS","5 TO 9","<=$500,000","$5 TO $7",138976.5438,118949.863028152,20026.6807718478,22314.4969527377,20921.9131904569,30471.0589889538,29293.9941422641,0.8838231317665023,">70% & <90%"
WENDY'S,FAIRBANKS,AK,99701,4007,2090,"FAIRBANKS NORTH STAR",NULL,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",HAMBURGERS,HAMBURGERS,"501+ UNITS","20 TO 49","$1,000,001 - $2,500,000","$5 TO $7",481498.506,403242.964750643,78255.5412493573,75504.9071105399,41259.5120822622,89854.0485347044,131205.248421594,0.6090545199127841,">50% & <70%"
"T AND F ITALIAN DELI & PORK STORE","FRANKLIN SQUARE",NY,11010,3628,36059,NASSAU,5602,"FSR - UPSCALE CASUAL DINING RESTAURANTS","PIZZA, PASTA & ITALIAN","ITALIAN - PIZZA & PASTA","INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$30 TO $50",36021.4681211533,33188.4645139747,2833.00360717858,4724.55174733745,7315.71358317152,6991.81835369226,11133.358687967,0.5645070685253074,">50% & <70%"
"DEERHEAD HOT DOGS",NEWARK,DE,19713,2149,10003,"NEW CASTLE",6162,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG","HOT DOGS","INDEPENDENT (1-9 UNITS)","10 TO 19","<=$500,000","$5 TO $7",94123.782,80560.4361028272,13563.3458971729,15112.80097483,14169.6544058213,20636.9451647382,19839.7617552189,0.7860532814498603,">70% & <90%"
"TONETTA'S COFFEE & EATERY","RIO DELL",CA,95562,1724,6023,HUMBOLDT,NULL,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,"COFFEE / TEA","INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$7 TO $10",24740.8476,17293.8524724,7446.9951276,6680.028852,3191.5693404,2968.901712,0,0.4921299162109901,<50%
"METRO CAFE DINER",ATLANTA,GA,30303,1601,13121,FULTON,520,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","5 TO 9","$1,000,001 - $2,500,000","$15 TO $20",548726.075526084,497387.323756704,51338.7517693798,67741.8282876233,88749.2771618651,125929.58393655,170476.886480833,0.3931048872309829,<50%
"MIAN CONVENIENCE & DELI",BROOKLYN,NY,11218,4333,36047,KINGS,5602,"LSR - DELIVERY AND TAKE AWAY ONLY","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",DELI,"INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$7 TO $10",41641.3548,36604.8005278082,5036.55427219184,5724.15342065629,5859.92140538494,7646.80326891039,13322.7809530501,0.23264550526180094,<50%
"CHILI'S GRILL & BAR",ALTOONA,PA,16602,6545,42013,BLAIR,280,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","CLASSIC & VARIED MENU","VARIED MENU","501+ UNITS","OVER 50","$2,500,001 - $5,000,000","$10 TO $15",823127.819705287,751075.842819994,72051.9768852933,101004.800057787,132692.580468073,171453.526148512,293017.659924877,0.42456210412473483,<50%
"YUMMY RESTAURANT",FAIRFAX,VA,22030,1502,51600,"FAIRFAX CITY",8872,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","10 TO 19","$500,001 - $1,000,000","$15 TO $20",176883.776411442,161400.366102283,15483.4103091592,21705.1471742271,28514.6051112395,36844.0313377636,62967.2196735048,0.022140442415224726,<50%
"DELI BY THE BEACH","HILTON HEAD ISLAND",SC,29928,6133,45013,BEAUFORT,NULL,"LSR - DELIVERY AND TAKE AWAY ONLY","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",DELI,"INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$7 TO $10",66558.8178,58508.4769848969,8050.34081510307,9149.38734377367,9366.3965309634,12222.5174462348,21294.9015300379,0.6674089034204046,">50% & <70%"
"LEYLAS CAFE",HYATTSVILLE,MD,20782,2335,24033,"PRINCE GEORGE'S",8872,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$15 TO $20",42407.0773152739,38439.47578756,3967.6015277139,5235.27690372114,6858.7909817655,9732.18850071525,13174.9279429244,0.5478523226768242,">50% & <70%"
"CAPTAINS RESTAURANT",KENAI,AK,99611,7809,2122,"KENAI PENINSULA",NULL,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$15 TO $20",107353.492146778,97956.3716151401,9397.12053163825,13173.1885986709,17305.9536492343,22361.2108985842,38215.7768217278,0.5094283008043475,">50% & <70%"
"MONGOLIAN GRILL BD'S",DAYTON,OH,45440,1375,39113,MONTGOMERY,2000,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CHINESE,CHINESE,"INDEPENDENT (1-9 UNITS)","OVER 50","$2,500,001 - $5,000,000","$10 TO $15",970073.636467113,910870.942224946,59202.6942421669,145488.662598898,187904.203464269,135080.627505284,360028.48275435,0.6397228712067833,">50% & <70%"
"SOUTH WIND DELI",READING,PA,19607,0,42011,BERKS,6680,"LSR - DELIVERY AND TAKE AWAY ONLY","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",DELI,"INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$7 TO $10",72369.2394,63616.1235701725,8753.11582982751,9948.10642572571,10184.0599828776,13289.513251199,23153.8942211611,0.021296936921445297,<50%
"AJ COFFEE SHOP",QUANTICO,VA,22134,3461,51153,"PRINCE WILLIAM",8872,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,"COFFEE / TEA","INDEPENDENT (1-9 UNITS)","10 TO 19","<=$500,000","$7 TO $10",100337.937,70136.217963,30201.719037,27091.24299,12943.593873,12040.55244,0,0.5618446643606562,">50% & <70%"
"SONIC DRIVE-IN",ROANOKE,VA,24012,7028,51161,ROANOKE,6800,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",HAMBURGERS,HAMBURGERS,"501+ UNITS","20 TO 49","$1,000,001 - $2,500,000","UNDER $5",339585.534,284394.397511568,55191.1364884319,53251.2019897172,29099.0174807198,63371.1936246787,92534.875588689,0.3098313316512292,<50%
"JOHNNY ROCKETS",ESTERO,FL,33928,2517,12071,LEE,2700,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","CLASSIC & VARIED MENU","VARIED MENU","101-250 UNITS","20 TO 49","$1,000,001 - $2,500,000","$10 TO $15",316556.540629876,288846.962600405,27709.5780294712,38844.1859549263,51030.5972349032,65937.1896041606,112688.035258596,0.21362761110159512,<50%
"PIZZA HUT",SHAWNEE,KS,66217,9365,20091,JOHNSON,3760,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,"501+ UNITS","20 TO 49","$500,001 - $1,000,000","$7 TO $10",271109.835,221919.306902105,49190.5280978954,47461.5112930485,25935.2520727041,56481.215625,50919.5449027423,0.03761043180406287,<50%
"TACO BUENO",NACOGDOCHES,TX,75965,3975,48347,NACOGDOCHES,NULL,"LSR - QUICK CASUAL",MEXICAN,MEXICAN,"101-250 UNITS","10 TO 19","$1,000,001 - $2,500,000","$5 TO $7",359197.7436,322959.68790426,36238.0556957404,58057.5834109533,55066.5057979716,61163.7024705882,118684.42579716,0.02416726426770044,<50%
"BURGER KING",HOUSTON,TX,77026,0,48201,HARRIS,3362,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",HAMBURGERS,HAMBURGERS,"501+ UNITS","20 TO 49","$1,000,001 - $2,500,000","$5 TO $7",412904.2473,345796.987456041,67107.2598439589,64748.4809390746,35381.6835732648,77053.4442262211,112513.753762982,0.5241306539831725,">50% & <70%"
"ANNA'S RESTAURANT","BOWLING GREEN",KY,42104,7643,21227,WARREN,NULL,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","PIZZA, PASTA & ITALIAN","ITALIAN - PIZZA & PASTA","INDEPENDENT (1-9 UNITS)","10 TO 19","$500,001 - $1,000,000","$10 TO $15",176130.873004123,163174.849759047,12956.0232450756,23911.6215446633,29239.8562125515,24304.2283096656,67696.6236225378,0.1568932709920693,<50%
"JACK'S CAFE",WESTWOOD,NJ,7675,2220,34003,BERGEN,5602,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","10 TO 19","$500,001 - $1,000,000","$15 TO $20",163860.567966139,148529.791101675,15330.7768644636,20229.0631944771,26502.3070908103,37605.0894388411,50907.8038929832,0.38451513419165584,<50%
BRANN'S,"GRAND RAPIDS",MI,49503,4100,26081,KENT,3000,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","STEAK, SEAFOOD & FISH","FAMILY STEAK / CHOPHOUSE","INDEPENDENT (1-9 UNITS)","OVER 50","$500,001 - $1,000,000","$20 TO $30",352158.503160384,329832.517495925,22325.9856644587,45762.1032127854,61509.5295654331,58631.4098665157,141397.909208238,0.9334254575518128,>90%
"RAISING CANE'S CHICKEN FINGERS",NACOGDOCHES,TX,75965,3975,48347,NACOGDOCHES,NULL,"LSR - QUICK CASUAL",CHICKEN,"FRIED CHICKEN","101-250 UNITS","10 TO 19","$1,000,001 - $2,500,000","$5 TO $7",636477.5682,572265.835313377,64211.7328866233,102874.670465976,97574.6544181915,108378.53328483,210301.918819152,0.11154148406671938,<50%
ARBY'S,"WEST CHESTER",OH,45069,4453,39017,BUTLER,1642,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,"501+ UNITS","10 TO 19","$500,001 - $1,000,000","$5 TO $7",266187.4488,227829.529421448,38357.9193785518,42739.8671221281,40072.59458256,58362.4634253131,56107.9830644877,0.5785654057331903,">50% & <70%"
"EL POLLO LOCO",GILROY,CA,95020,6635,6085,"SANTA CLARA",7362,"LSR - QUICK CASUAL",MEXICAN,MEXICAN,"251-500 UNITS","10 TO 19","$1,000,001 - $2,500,000","$5 TO $7",450851.2056,405366.590537333,45484.6150626668,72871.6478358493,69117.3621481371,76770.329126935,148968.130813708,0.5522198409211402,">50% & <70%"
BASKIN-ROBBINS,ASTORIA,NY,11105,1337,36081,QUEENS,5602,"LSR - ICE CREAM PARLORS, FROZEN DESSERTS","FROZEN DESSERT","ICE CREAM / DAIRY","501+ UNITS","10 TO 19","<=$500,000","UNDER $5",62039.208,50810.111352,11229.096648,8685.48912,8003.057832,22954.50696,0,0.3717174783979611,<50%
"CASA DE TACOS & BURRITOS INC",BUFFALO,NY,14219,2687,36029,ERIE,1280,"LSR - QUICK CASUAL",MEXICAN,MEXICAN,"INDEPENDENT (1-9 UNITS)","10 TO 19","<=$500,000","$10 TO $15",110805.7626,99627.0025213195,11178.7600786805,17909.674877378,16986.9835692965,18867.8543126935,36611.9179296466,0.22054716486793124,<50%
"KYOTO JAPANESE RESTAURANT",WORCESTER,MA,1605,1910,25027,WORCESTER,1122,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","OTHER ASIAN",JAPANESE,"INDEPENDENT (1-9 UNITS)","10 TO 19","<=$500,000","$15 TO $20",135447.039832592,127180.832625458,8266.20720713442,20313.9307547727,26236.222874818,18860.7034007774,50269.1655677721,0.20190374651754583,<50%
"LOUIE'S STEAK & SEAFOOD",KENAI,AK,99611,6879,2122,"KENAI PENINSULA",NULL,"FSR - FINE DINING RESTAURANTS","STEAK, SEAFOOD & FISH","STEAK & SEAFOOD","INDEPENDENT (1-9 UNITS)","10 TO 19","$500,001 - $1,000,000","$50 TO $75",214473.377696238,201313.75014063,13159.6275556085,23360.2856016719,42074.4699559001,30212.6360448289,92688.4220928557,0.5376200100174554,">50% & <70%"
ARBY'S,"NORTH CHARLESTON",SC,29418,6945,45019,CHARLESTON,1440,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,"501+ UNITS","10 TO 19","$500,001 - $1,000,000","$5 TO $7",272782.2906,233474.046887153,39308.2437128474,43798.7549979244,41065.4003026602,59808.4039273291,57498.0684110939,0.005489920510088231,<50%
"STONEWOOD GRILL & TAVERN",BRADENTON,FL,34210,2401,12081,MANATEE,7510,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","BAR & GRILL, BREW PUB, & EATERTAINMENT","BAR & GRILL","10-50 UNITS","10 TO 19","$2,500,001 - $5,000,000","$10 TO $15",730076.565111227,678851.046930548,51225.5181806789,94591.0362172324,118622.760795822,148165.519958225,257211.728854308,0.8034581694860121,">70% & <90%"
GIOVANNI'S,"JOHNSON CITY",TN,37615,3888,47179,WASHINGTON,3660,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","20 TO 49","$1,000,001 - $2,500,000","$15 TO $20",374693.418272176,341894.865160358,32798.5531118174,45978.0764172205,60402.5709794857,78046.8187922566,133383.644657613,0.09927455531496521,<50%
"MILANO PIZZERIA LLC","NEW CASTLE",DE,19720,3110,10003,"NEW CASTLE",6162,"LSR - QUICK CASUAL","PIZZA, PASTA & ITALIAN",PIZZERIA,"INDEPENDENT (1-9 UNITS)","10 TO 19","$500,001 - $1,000,000","$5 TO $7",193466.937834182,177999.89416989,15467.0436642917,31302.3502729712,25778.4061071528,33640.8199698344,57080.756380124,0.1980196830892299,<50%
"RUBY TUESDAY",NORFOLK,VA,23505,1015,51710,"NORFOLK CITY",5720,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","CLASSIC & VARIED MENU","VARIED MENU","501+ UNITS","10 TO 19","$1,000,001 - $2,500,000","$10 TO $15",386549.678728691,352713.295301936,33836.3834267553,47432.9406414331,62313.8631956082,80516.4202484831,137604.245166137,0.9475764868539892,>90%
"BACKSTAGE CAFE",COVINGTON,KY,41011,2412,21117,KENTON,1642,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","10 TO 19","<=$500,000","$15 TO $20",105546.509197048,95671.5893099321,9874.91988711634,13030.023214278,17070.7695806428,24222.3371222091,32790.9335265007,0.02422231014717735,<50%
"CHIPOTLE MEXICAN GRILL",SPRINGFIELD,OH,45504,1582,39023,CLARK,2000,"LSR - QUICK CASUAL",MEXICAN,MEXICAN,"501+ UNITS","20 TO 49","$1,000,001 - $2,500,000","$7 TO $10",619358.544,556873.882520337,62484.6614796626,100107.701037258,94950.2369151276,105463.529164087,204645.531512758,0.21745505563205758,<50%
SUBWAY,ANDERSON,IN,46016,5036,18095,MADISON,3480,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,"501+ UNITS","1 TO 4","<=$500,000","$5 TO $7",126446.4108,108225.336692115,18221.074107885,20302.6206533222,19035.592321317,27723.7865979244,26652.8459839676,0.6831089772200576,">50% & <70%"
SUBWAY,"RANCHO CORDOVA",CA,95742,6305,6067,SACRAMENTO,6922,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,"501+ UNITS","5 TO 9","<=$500,000","$5 TO $7",140672.5785,120401.497165394,20271.0813346058,22586.8174473339,21177.2389439342,30842.9201101038,29651.4906608016,0.7569432217160585,">70% & <90%"
"DIXON'S GRILL",HARRELLS,NC,28444,7848,37163,SAMPSON,NULL,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","STEAK, SEAFOOD & FISH","FAMILY STEAK / CHOPHOUSE","INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$10 TO $15",44463.7220607283,41644.8310999606,2818.89096076772,5777.94777041339,7766.22629338583,7402.83335185039,17852.9760848622,0.41153584372078855,<50%
"CHICKEN RUN LLC",HARRELLS,NC,28444,7677,37163,SAMPSON,NULL,"LSR - QUICK CASUAL",CHICKEN,"FRIED CHICKEN","INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$7 TO $10",68677.8642,61749.2230481905,6928.64115180954,11100.4896336928,10528.601792591,11694.3731609907,22692.2162591011,0.2130810133968355,<50%
"CARIBOU COFFEE","KANSAS CITY",MO,64151,3199,29165,PLATTE,3760,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,"COFFEE / TEA","251-500 UNITS","10 TO 19","$500,001 - $1,000,000","UNDER $5",147205.59,102896.70741,44308.88259,39745.5093,18989.52111,17664.6708,0,0.2281682432470673,<50%
"VILLA PIZZA",CABAZON,CA,92230,2116,6065,RIVERSIDE,4472,"LSR - QUICK CASUAL","PIZZA, PASTA & ITALIAN",PIZZERIA,"INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$5 TO $7",40856.3890957343,37590.0555237901,3266.33357194411,6610.43699083927,5443.88928657352,7104.27551897844,12054.3262774128,0.08548437968624811,<50%
"KING'S WOK","SPRING HILL",FL,34609,8100,12053,HERNANDO,8280,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CHINESE,CHINESE,"INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$15 TO $20",28909.1922817949,27144.8910915469,1764.30119024798,4335.71180968313,5599.73856035229,4025.54165714426,10729.2191475005,0.5934727150282744,">50% & <70%"
