NAME,CITY,STATE,ZIP,ZIP_PLUS4,COUNTY_CODE,COUNTY_NAME,MSA,MARKET_SEGMENT,SIMPLIFIED_MENU,MENU_TYPE,UNITS,EMPLOYEES,ANNUAL_SALES,AVERAGE_CHECK,FOOD_BEVERAGE_PURCHASE,FOOD_PURCHASE,BEVERAGE_PURCHASE,TOTAL_CATEGORY_DRY,TOTAL_CATEGORY_FRESH,TOTAL_CATEGORY_FROZEN,TOTAL_CATEGORY_PROTEIN,"% Share of F&B Purchases from Company",Percentage_Range
"MR GYROS & SUBS",RICHMOND,VA,23294,5804,51087,HENRICO,6760,"LSR - QUICK CASUAL",EUROPEAN,GREEK,"INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$7 TO $10",69373.944,62375.0780792143,6998.86592078574,11212.9978879043,10635.3137166649,11812.9006811146,22922.2116664887,0.5392826845696973,">50% & <70%"
"LUCKY'S STEAK HOUSE",CLIO,MI,48420,8586,26049,GENESEE,2162,"FSR - FINE DINING RESTAURANTS","STEAK, SEAFOOD & FISH","STEAK & SEAFOOD","INDEPENDENT (1-9 UNITS)","OVER 50","$2,500,001 - $5,000,000","$50 TO $75",980422.644449883,920266.008756299,60156.6356935848,106786.927266718,192335.121221501,138111.092598289,423706.796966057,0.7420247325812102,">70% & <90%"
SUBWAY,CATOOSA,OK,74015,2864,40131,ROGERS,8560,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,"501+ UNITS","5 TO 9","<=$500,000","$5 TO $7",149561.5671,128009.572222653,21551.994877347,24014.0605173088,22515.4118668973,32791.8597554336,31525.1448247286,0.1332145276887261,<50%
SUBWAY,TOPEKA,KS,66617,1270,20177,SHAWNEE,8440,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,"501+ UNITS","5 TO 9","<=$500,000","$5 TO $7",164162.6757,140506.644178397,23656.0315216032,26358.4589636407,24713.503129357,35993.2002787308,34602.82094261,0.23040608229228854,<50%
"RUDYS SPORTS BAR & GRILL",CAMBRIDGE,IL,61238,1151,17073,HENRY,1960,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","BAR & GRILL, BREW PUB, & EATERTAINMENT","BAR & GRILL","INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$15 TO $20",42589.4567639687,39601.185264752,2988.27149921671,5518.02514934726,6919.93029712794,8643.32497127937,15004.6013373368,0.5303053089387493,">50% & <70%"
"SILVER FOX STEAKHOUSE",FRISCO,TX,75034,6018,48085,COLLIN,1922,"FSR - FINE DINING RESTAURANTS","STEAK, SEAFOOD & FISH","STEAK & SEAFOOD","INDEPENDENT (1-9 UNITS)","OVER 50","$1,000,001 - $2,500,000","$50 TO $75",723922.906465095,679504.545872356,44418.3605927391,78849.1608155132,142016.099646608,101978.247988064,312855.94808022,0.4123579312307111,<50%
"OUR DAILY BREAD DELI",SPOKANE,WA,99201,639,53063,SPOKANE,7840,"LSR - DELIVERY AND TAKE AWAY ONLY","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",DELI,"INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$7 TO $10",37216.1223,32714.8033428061,4501.31895719394,5115.84684961085,5237.18675193521,6834.17643413967,11906.9671893774,0.70249700814096,">70% & <90%"
"ASIAN KING RESTAURANT",FOLEY,AL,36535,1933,1003,BALDWIN,5160,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","OTHER ASIAN","ASIAN UNCLASSIFIED","INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$15 TO $20",87914.6644779768,82549.3140500984,5365.35042787837,13185.1711838221,17029.1557058748,12241.9243222102,32628.2274602736,0.10751024773696072,<50%
"L&L HAWAIIAN BARBECUE","SAN DIEGO",CA,92113,2435,6073,"SAN DIEGO",7320,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",BBQ,BARBECUE,"101-250 UNITS","10 TO 19","$500,001 - $1,000,000","$7 TO $10",206354.9844,168913.66229426,37441.3221057398,36125.2826644133,19740.591619898,42990.62175,38757.3615470663,0.006463333682822037,<50%
"SUNRISE CHINESE RESTAURANT",AURORA,CO,80010,1814,8001,ADAMS,2082,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CHINESE,CHINESE,"INDEPENDENT (1-9 UNITS)","10 TO 19","<=$500,000","$15 TO $20",96739.1182101555,90835.2195561208,5903.89865403464,14508.6356337335,18738.4609454143,13470.7101614741,35903.2929490159,0.3774238894478482,<50%
"MI RANCHO RESTAURANT",WAYNESBORO,VA,22980,5040,51015,AUGUSTA,NULL,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","AMERICAN REGIONAL","SOUTHWESTERN / TEX-MEX","INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$15 TO $20",136474.73154324,128145.805264239,8328.9262790002,20468.0607990553,26435.2877550876,19003.8072188152,50650.5781465853,0.04705016752755253,<50%
"SLOPE BBQ OF CUMMING",CUMMING,GA,30040,2002,13117,FORSYTH,520,"LSR - QUICK CASUAL",BBQ,BARBECUE,"INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$7 TO $10",99191.9034,89184.8201595815,10007.0832404185,16032.5121968186,15206.5307230063,16890.2621888545,32774.5213006299,0.2517742648295994,<50%
"CARIBOU COFFEE",HOPKINS,MN,55305,5306,27053,HENNEPIN,5120,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,"COFFEE / TEA","251-500 UNITS","5 TO 9","$500,001 - $1,000,000","UNDER $5",127468.32,89100.35568,38367.96432,34416.4464,16443.41328,15296.1984,0,0.480416907367621,<50%
"CANOPY ROAD CAFE",TALLAHASSEE,FL,32303,4725,12073,LEON,8240,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER",HAMBURGERS,HAMBURGERS,"INDEPENDENT (1-9 UNITS)","10 TO 19","$500,001 - $1,000,000","$15 TO $20",157272.058312194,143129.953944615,14142.1043675783,20472.0475062108,24413.0038404558,29836.1782650142,54005.0520670655,0.3795456225332279,<50%
"DOMINO'S PIZZA",SPRINGVILLE,UT,84663,5617,49049,UTAH,6520,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,"501+ UNITS","5 TO 9","$500,001 - $1,000,000","$7 TO $10",189602.1999,155200.525237022,34401.6746629783,33192.4769595344,18137.9655516582,39500.4583125,35610.8723664222,0.14262845987128503,<50%
"RESTAURANT MEXICO SALVADORENO GENESIS",LAWRENCEVILLE,GA,30044,2649,13135,GWINNETT,520,"FSR - UPSCALE CASUAL DINING RESTAURANTS",MEXICAN,MEXICAN,"INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$20 TO $30",116552.519824566,107385.938718594,9166.58110597235,15286.9508078258,23671.0188925566,22623.0103819653,36023.5458707267,0.19226487328041952,<50%
"WAITER ON THE WAY","FORT WAYNE",IN,46825,4414,18003,ALLEN,2760,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$15 TO $20",113584.013152268,103641.507876336,9942.50527593181,13937.7266368102,18310.3467581624,23658.9981566021,40433.7223721468,0.09187451308092298,<50%
"WINGS TO GO",MALVERN,PA,19355,2925,42029,CHESTER,6162,"LSR - QUICK CASUAL",CHICKEN,"CHICKEN WINGS","51-100 UNITS","5 TO 9","<=$500,000","$7 TO $10",174225.618,156648.676715704,17576.9412842959,28160.3059306075,26709.510776983,29666.9008978328,57566.8076983026,0.31275518751374276,<50%
"YE'S CAFE",YOUNGSVILLE,LA,70592,5568,22055,LAFAYETTE,3880,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$15 TO $20",65670.4872130376,59526.363592938,6144.12362009959,8107.2124449072,10621.3437468538,15071.011749751,20402.3477160706,0.17075773544166428,<50%
"JILL'S CAFE",RICHMOND,MN,56368,4545,27145,STEARNS,6980,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$7 TO $10",117591.86846689,106589.986080435,11001.8823864554,14517.0578126211,19018.9491478859,26986.6801138615,36533.1565343957,0.1937194690465579,<50%
"CAFE CASTRO","SANTA FE",NM,87507,2311,35049,"SANTA FE",NULL,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER",MEXICAN,MEXICAN,"INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$15 TO $20",105628.858328718,96130.5764676923,9498.28186102564,13749.6706594872,16396.5408205128,20038.915245641,36271.4906579487,0.8491074463122282,">70% & <90%"
"SARKU JAPAN","SAINT LOUIS",MO,63117,1159,29189,"SAINT LOUIS",7040,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","OTHER ASIAN",JAPANESE,"101-250 UNITS","5 TO 9","$500,001 - $1,000,000","$5 TO $7",197304.2631,161505.115872991,35799.1472270089,34540.8292225446,18874.7700669643,41105.0548125,37057.4652314732,0.7766821731222545,">70% & <90%"
"TAQUERIA EL MESON EXPRESS",BERWYN,IL,60402,5426,17031,COOK,1602,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",MEXICAN,MEXICAN,"INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$7 TO $10",38270.8719,31326.9541349809,6943.91776501913,6699.84332688138,3661.11657206633,7973.0983125,7187.99220315689,0.659550105941123,">50% & <70%"
"HANAMI SUSHI",AUBURN,CA,95603,5244,6061,PLACER,6922,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","OTHER ASIAN",SUSHI,"INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$15 TO $20",86344.8561557961,81075.3096737453,5269.54648205078,12949.7361562685,16725.0823125959,12023.33195432,32045.616319012,0.873244752311056,">70% & <90%"
"CAFE DU PARK",WASHINGTON,DC,20004,1047,11001,"DISTRICT OF COLUMBIA",8872,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER",EUROPEAN,FRENCH,"INDEPENDENT (1-9 UNITS)","OVER 50","$1,000,001 - $2,500,000","$15 TO $20",463678.948434245,421984.345132308,41694.6033019373,60356.9226590313,71975.8873276353,87964.8165839886,159220.945038348,0.43177986062644635,<50%
"CORNERSTONE RESTAURANT & B","RED CREEK",NY,13143,9500,36117,WAYNE,6840,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$15 TO $20",89487.2811904074,81654.0682172782,7833.21297312915,10980.8522175672,14425.8254622941,18639.7659491476,31855.7496171627,0.20257580994387048,<50%
"LUCKY MOOSE BAR & GRILL",WALKER,MN,56484,2157,27021,CASS,NULL,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","AMERICAN AND AMERICAN TRADITIONAL","AMERICAN TRADITIONAL","INDEPENDENT (1-9 UNITS)","20 TO 49","$1,000,001 - $2,500,000","$15 TO $20",384697.525047726,349002.611770073,35694.913277653,54379.9761847277,58245.85126895,72334.8182425604,128604.777801797,0.9720614219651681,>90%
"NEPTUNE SEAFOOD",GOLDSBORO,NC,27534,4328,37191,WAYNE,2980,"FSR - UPSCALE CASUAL DINING RESTAURANTS","STEAK, SEAFOOD & FISH","SEAFOOD & FISH","INDEPENDENT (1-9 UNITS)","OVER 50","$1,000,001 - $2,500,000","$30 TO $50",599524.502638927,565750.588494271,33773.9141446566,56289.8569077611,103648.389852824,80231.8093791955,291806.618209833,0.05012953942780185,<50%
"TAQUERIA EL SOL","SAN FRANCISCO",CA,94102,1651,6075,"SAN FRANCISCO",7362,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",MEXICAN,MEXICAN,"INDEPENDENT (1-9 UNITS)","10 TO 19","<=$500,000","$7 TO $10",136565.1657,111786.600877519,24778.5648224809,23907.6135106186,13064.2696779337,28451.0761875,25649.5161343431,0.041622062923784675,<50%
"TACO BUENO","OKLAHOMA CITY",OK,73127,6650,40109,OKLAHOMA,5880,"LSR - QUICK CASUAL",MEXICAN,MEXICAN,"101-250 UNITS","20 TO 49","$1,000,001 - $2,500,000","$5 TO $7",413550.477,371828.986579908,41721.4904200918,66842.6841227714,63399.0055484146,70418.811873065,136643.399841465,0.2542790468509879,<50%
GARIBALDI'S,"TWIN FALLS",ID,83301,3588,16083,"TWIN FALLS",NULL,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$15 TO $20",77333.1313955504,70563.8242935568,6769.30710199364,9489.43443224502,12466.5119011846,16108.1155908697,27529.1062380815,0.09956230454206338,<50%
NAMWONGOL,STANTON,CA,90680,1607,6059,ORANGE,4472,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","10 TO 19","$500,001 - $1,000,000","$15 TO $20",176883.776411442,161400.366102283,15483.4103091592,21705.1471742271,28514.6051112395,36844.0313377636,62967.2196735048,0.11754993612915743,<50%
"COMMUNITY DINER",BEATRICE,AL,36425,0,1099,MONROE,NULL,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$15 TO $20",43247.4417451604,39461.8040855244,3785.63765963594,5306.82975585091,6971.71752239237,9008.23202253684,15395.2568173938,0.4272468653785191,<50%
"TONIC COFFEE BAR",IRVINE,CA,92612,2401,6059,ORANGE,4472,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,"COFFEE / TEA","INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$7 TO $10",68033.7378,47555.5827222,20478.1550778,18369.109206,8776.3521762,8164.048536,0,0.26095452444003175,<50%
"THE SISTER DELI",HILLSIDE,NJ,7205,2438,34039,UNION,5602,"LSR - DELIVERY AND TAKE AWAY ONLY","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",DELI,"INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$7 TO $10",41641.3548,36604.8005278082,5036.55427219184,5724.15342065629,5859.92140538494,7646.80326891039,13322.7809530501,0.09070638893372251,<50%
"SKIPPER DIPPER'S DAIRY BAR & GRILL",TAMAQUA,PA,18252,4804,42107,SCHUYLKILL,NULL,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","BAR & GRILL, BREW PUB, & EATERTAINMENT","BAR & GRILL","INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$10 TO $15",77642.594027154,72194.8337483029,5447.76027885117,10059.620832376,12615.3602224543,15757.1902245431,27354.097908094,0.8240259682852683,">70% & <90%"
CHINATOWN,LITCHFIELD,IL,62056,4447,17135,MONTGOMERY,NULL,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CHINESE,CHINESE,"INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$15 TO $20",65375.6265098996,61385.8126631372,3989.81384676245,9804.83554024798,12663.3222092895,9103.41269006101,24263.1968715214,0.6354687789193395,">50% & <70%"
"JOE'S PIZZA","PORT NECHES",TX,77651,5212,48245,JEFFERSON,840,"LSR - QUICK CASUAL","PIZZA, PASTA & ITALIAN",PIZZERIA,"INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$7 TO $10",80097.5945505876,73694.0560122328,6403.53853835477,12959.5422800037,10672.5642305913,13927.6963209216,23632.106510595,0.8774258609711617,">70% & <90%"
"NO 1 CARRY OUT",BALTIMORE,MD,21215,5535,24510,"BALTIMORE CITY",8872,"LSR - QUICK CASUAL","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$7 TO $10",37276.6158,31814.6945544385,5461.9212455615,3548.25540770053,5461.9212455615,7614.79531315508,11481.9950271658,0.32606588265688285,<50%
"MAGNOLIAS CAFE",PATTERSON,NY,12563,3114,36079,PUTNAM,5602,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$15 TO $20",89189.2172855229,80844.6838453418,8344.53344018108,11010.6680034676,14425.1912160978,20468.4295595473,27709.0897419466,0.20753444975714475,<50%
"COLD STONE CREAMERY",LAKEWOOD,CA,90712,1921,6037,"LOS ANGELES",4472,"LSR - ICE CREAM PARLORS, FROZEN DESSERTS","FROZEN DESSERT","ICE CREAM / DAIRY","501+ UNITS","10 TO 19","<=$500,000","$5 TO $7",86953.5156,71214.9292764,15738.5863236,12173.492184,11217.0035124,32172.800772,0,0.06770987039612364,<50%
"GODFATHER'S PIZZA","COUNCIL BLUFFS",IA,51503,5288,19155,POTTAWATTAMIE,5920,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,"501+ UNITS","10 TO 19","$500,001 - $1,000,000","$5 TO $7",179492.4117,146925.070418973,32567.3412810268,31422.6192676339,17170.8302008929,37394.2524375,33712.0632944196,0.24706896086125751,<50%
"YOUNG VIN RESTAURANT",FLUSHING,NY,11358,1629,36081,QUEENS,5602,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","10 TO 19","$500,001 - $1,000,000","$15 TO $20",176883.776411442,161400.366102283,15483.4103091592,21705.1471742271,28514.6051112395,36844.0313377636,62967.2196735048,0.3916489463662336,<50%
"PINE TREE CAFE","KAILUA KONA",HI,96740,2604,15001,HAWAII,NULL,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER","AMERICAN REGIONAL",HAWAIIAN,"INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$15 TO $20",82292.4263142735,74892.5862276923,7399.8400865812,10711.9756617094,12774.0765982906,15611.7464711966,28258.0823035043,0.9632980903770078,>90%
"BELLERIA PIZZERIA",YOUNGSTOWN,OH,44511,2619,39099,MAHONING,9320,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,"10-50 UNITS","OVER 50","$2,500,001 - $5,000,000","$7 TO $10",837080.3007,685199.340528348,151880.960171652,146542.437845759,80077.8348883929,174391.7293125,157219.482497545,0.5150457347953609,">50% & <70%"
"BOB & PERYL'S ICE CREAM AND SMOOTHIE","BONITA SPRINGS",FL,34134,0,12021,COLLIER,2700,"LSR - ICE CREAM PARLORS, FROZEN DESSERTS","FROZEN DESSERT","ICE CREAM / DAIRY","INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$7 TO $10",59096.3352,48399.8985288,10696.4366712,8273.486928,7623.4272408,21865.644024,0,0.48771002274460606,<50%
"FISH CITY GRILL",ROGERS,AR,72758,8841,5007,BENTON,2580,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","STEAK, SEAFOOD & FISH","SEAFOOD & FISH","10-50 UNITS","20 TO 49","$1,000,001 - $2,500,000","$10 TO $15",472346.900308169,442401.264947126,29945.6353610433,61380.2802151772,82502.1556171654,78641.7606350787,189655.690619941,0.19030913548702477,<50%
"CJ'S SPORTS BAR AND GRILL",COLUMBUS,GA,31903,2802,13215,MUSCOGEE,1800,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","BAR & GRILL, BREW PUB, & EATERTAINMENT","BAR & GRILL","INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$15 TO $20",98687.0245112272,91762.6905305483,6924.33398067885,12786.2040172324,16034.6569958225,20028.0559582245,34768.2166543081,0.9889060673747282,>90%
"COPA & TROPIX RESTAURANT",OCALA,FL,34471,5102,12083,MARION,5790,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$15 TO $20",121292.330066455,110675.082109217,10617.2479572378,14883.6028301069,19552.9684238659,25264.6031233747,43177.734820861,0.44155273263702777,<50%
"GOAT ISLAND GRILL",GEORGETOWN,SC,29440,3625,45043,GEORGETOWN,NULL,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","BAR & GRILL, BREW PUB, & EATERTAINMENT","BAR & GRILL","INDEPENDENT (1-9 UNITS)","10 TO 19","$500,001 - $1,000,000","$15 TO $20",137840.102487728,128168.609094517,9671.49339321149,17859.0010276762,22396.2448417755,27973.9844177546,48562.1546569191,0.4790931468228976,<50%
"JET'S PIZZA","MOUNT PLEASANT",MI,48858,4429,26073,ISABELLA,NULL,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,"101-250 UNITS","5 TO 9","$500,001 - $1,000,000","$10 TO $15",240222.5424,196636.245644388,43586.2967556122,42054.2652352041,22980.4728061224,50046.363,45118.3282760204,0.09665942292080465,<50%
"TAQUERIA EL REY CARRY OUT",BELEN,NM,87002,0,35061,VALENCIA,200,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",MEXICAN,MEXICAN,"INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$7 TO $10",33305.9769,27262.8962698661,6043.08063013393,5830.67006316964,3186.15850446429,6938.7451875,6255.49119709821,0.17181026957446366,<50%
"DORALDO PIZZA CAFE INC",WILLIAMSBURG,VA,23188,2277,51199,YORK,5720,"LSR - QUICK CASUAL","PIZZA, PASTA & ITALIAN",PIZZERIA,"INDEPENDENT (1-9 UNITS)","10 TO 19","<=$500,000","$7 TO $10",169243.320297529,155712.874970612,13530.4453269177,27383.0441140002,22550.7422115296,29428.7185860461,49933.7863255297,0.7974654056453309,">70% & <90%"
"DOMINO'S PIZZA","KIRTLAND AFB",NM,87117,1,35001,BERNALILLO,NULL,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,"501+ UNITS","10 TO 19","$500,001 - $1,000,000","$7 TO $10",219730.644,179862.424473214,39868.2195267857,38466.8761339286,21020.1508928571,45777.2175,41269.5629196429,0.604738526930797,">50% & <70%"
"PETROS FAMILY RESTAURANT",BILLINGS,MO,65610,0,29043,CHRISTIAN,7920,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$10 TO $15",113584.013152268,103641.507876336,9942.50527593181,13937.7266368102,18310.3467581624,23658.9981566021,40433.7223721468,0.11417281396148637,<50%
"BIG TIME RESTAURANT",WESTBURY,NY,11590,6624,36059,NASSAU,5602,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","AMERICAN AND AMERICAN TRADITIONAL","AMERICAN TRADITIONAL","INDEPENDENT (1-9 UNITS)","OVER 50","$2,500,001 - $5,000,000","$15 TO $20",682584.142318922,619249.235857664,63334.9064612577,96488.557857945,103347.934008984,128346.549314992,228188.579957889,0.20074061846608637,<50%
"EARL'S RESTAURANT DOWNTOWN",DENVER,CO,80202,4311,8031,DENVER,2082,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","AMERICAN AND AMERICAN TRADITIONAL","AMERICAN TRADITIONAL","INDEPENDENT (1-9 UNITS)","OVER 50","$2,500,001 - $5,000,000","$15 TO $20",954968.298158338,866359.694343066,88608.6038152723,134992.168989332,144588.768680517,179563.043110612,319246.883060079,0.8001782462739866,">70% & <90%"
"GRUMPY'S GRILL",TUCSON,AZ,85741,2110,4019,PIMA,8520,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","BAR & GRILL, BREW PUB, & EATERTAINMENT","BAR & GRILL","INDEPENDENT (1-9 UNITS)","20 TO 49","$1,000,001 - $2,500,000","$15 TO $20",370255.059667363,344276.26758329,25978.7920840731,47971.4203033943,60159.0017749347,75141.4797493473,130443.776125849,0.9300644849113255,>90%
"JIMMY C'S HOMESTYLE CAFE",OMAHA,NE,68112,2223,31055,DOUGLAS,5920,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER","AMERICAN AND AMERICAN TRADITIONAL","AMERICAN TRADITIONAL","INDEPENDENT (1-9 UNITS)","10 TO 19","$500,001 - $1,000,000","$15 TO $20",182786.946289793,169463.364134242,13323.5821555517,24682.908805556,26591.5721741538,40118.9921651868,67192.3628595692,0.9837166442716617,>90%
MCDONALD'S,LEESBURG,GA,31763,0,13177,LEE,120,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",HAMBURGERS,HAMBURGERS,"501+ UNITS","20 TO 49","$1,000,001 - $2,500,000","$5 TO $7",755024.7006,632314.316526478,122710.384073522,118397.189554242,64697.9177892031,140897.68762982,205739.378569666,0.18214974449660204,<50%
"DOMINO'S PIZZA","ARIZONA CITY",AZ,85123,8656,4021,PINAL,NULL,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,"501+ UNITS","5 TO 9","$500,001 - $1,000,000","$7 TO $10",200006.5608,163717.105093622,36289.4557063775,35013.9036604592,19133.2806887755,41668.0335,37565.0077522959,0.7150580468778047,">70% & <90%"
COSI,WESTFIELD,NJ,7090,2112,34039,UNION,5602,"LSR - QUICK CASUAL","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,"101-250 UNITS","10 TO 19","$1,000,001 - $2,500,000","$10 TO $15",367920.9036,327979.836343235,39941.0672567653,43645.745958842,51633.9594101951,70929.1609835116,130744.285860793,0.08254063465064654,<50%
"LEANERS DELI",ALBANY,NY,12205,6433,36001,ALBANY,160,"LSR - DELIVERY AND TAKE AWAY ONLY","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",DELI,"INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$7 TO $10",86270.6133,75836.1154776399,10434.4978223601,11859.0336120215,12140.3113794068,15842.2897372528,27601.5151092343,0.9612300470020573,>90%
"PIZZA HUT",MESA,AZ,85209,7760,4013,MARICOPA,NULL,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,"501+ UNITS","5 TO 9","$500,001 - $1,000,000","$7 TO $10",190079.7597,155591.435953412,34488.323746588,33276.0803811543,18183.6504815051,39599.9499375,35700.5671120217,0.9203091725899281,>90%
"PIZZA LUCE","SAINT PAUL",MN,55104,6422,27123,RAMSEY,5120,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","PIZZA, PASTA & ITALIAN","ITALIAN - PIZZA & PASTA","INDEPENDENT (1-9 UNITS)","5 TO 9","$1,000,001 - $2,500,000","$10 TO $15",281166.227769125,260483.901493358,20682.3262757673,38171.2774988548,46676.9960971141,38798.0146587265,108067.393137884,0.8218168669402666,">70% & <90%"
